Name,Ticker,SEC CIK,Exchange,Exchange Country,Business Country,Company Name,Company Id,SecId,CUSIP,ISIN,Industry,"Return Date 
(Daily)",Last Close,"Market Cap (mil) 
(Daily) 
USD",Earnings Yield (Daily),P/E Ratio (TTM) (Long),"Price 52 Wk High 
USD","Price 52 Wk Low 
USD",Price/Fair Value,"Latest 
Dividend 
Date","Latest Dividend 
USD",Share Split,Dividend Declare Date,Dividend Record Date,Dividend Payable Date,"Grossed Up Dividend 
Amount",Dividend Yield % TTM,"Grossed Up Dividend 
Yield % TTM",Forward Dividend Yield %,Earnings Yield % TTM,Forward Earnings Yield %,Current Return %,Date: Inc Statement TTM,EPS TTM,"Revenue (mil) 
TTM 
USD","Net Income (mil) 
TTM 
USD","Dividend per Share 
TTM 
USD","Base 
Currency",Primary Share,Primary Share for Company,Sector,NAICS,SIC,Hemscott Industry,GICS Sub-Industry,GICS Industry,GICS Industry Group,GICS Sector,Russell Sector,Russell Sub-Sector,Russell Industry,MSCI Country,"Equity 
Style Box (Long)",Stock Type,Analyst Name,Analysis Date,Security Type,"Equity Profile 
Report Date",IPO Date,IPO Offer Price,"Note Effective 
Date",Delisting Date,Delisting Reason,"India Market 
Cap Date",India Market Cap,Indian Stock Category,ICB Industry,ICB Supersector,ICB Sector,ICB Subsector,Market Industry Code - JP,Market Industry Name - JP,Local Short Trading Name,Local Legal Trading Name,"ESG Risk 
Rating Assessment",Submarket,ADR
Newell Brands Inc,NWL,814453,Nasdaq - All Markets,United States,United States,Newell Brands Inc,0C00000BTE,0P000003WA,,,Household & Personal Products,7/5/2022,20,"8,270.00",0.08,11.33,27.64,17.4,,5/27/2022,0.23,"[1983-03-21]	1.000000	2.000000;[1988-08-30]	1.000000	2.000000;[1989-12-04]	1.000000	2.000000;[1994-09-02]	1.000000	2.000000;",5/4/2022,5/31/2022,6/15/2022,,4.6,,4.6,8.4,9.34,2.51,3/31/2022,1.68,"10,689.00",717,0.92,US Dollar,Yes,Yes,Consumer Defensive,All Other Plastics Product Manufacturing;;;;;;;;;;,";;PLASTICS PRODUCTS, N.E.C.;;;;;;;;",,,,,,Consumer Discretionary,Consumer Products,Household equipment and products,,Mid Value,Slow Growth,,,Common Stock,,7/2/1987,,,,,,,,,,,,,,,,,,No
Newmont Corp,NEM,1164727,"New York Stock Exchange, Inc.",United States,United States,Newmont Corp,0C00000BTL,0P000003WE,,,Gold,7/5/2022,59.71,"47,388.91",0.02,47.36,86.37,52.6,,6/1/2022,0.55,"[1987-06-11]	1.000000	2.000000;[1994-04-22]	4.000000	5.000000;",4/20/2022,6/2/2022,6/16/2022,,3.68,,3.68,2.11,7.08,-2.39,3/31/2022,1.32,"12,373.00","1,055.00",2.2,US Dollar,Yes,Yes,Basic Materials,Gold Ore Mining,GOLD ORES,,,,,,Materials & Processing,Metals & Minerals,Gold,,Large Value,Hard Assets,,7/23/2021,Common Stock,,12/21/1951,,,,,,,,,,,,,,,,,,No
News Corp Class A,NWSA,1564708,Nasdaq - All Markets,United States,United States,News Corp,0C0000A5B6,0P0000YZO0,,,Entertainment,7/5/2022,15.63,"9,216.29",0.05,18.55,26.42,14.95,0.78,3/15/2022,0.1,,2/3/2022,3/16/2022,4/13/2022,,1.28,,1.28,5.37,6.14,-0.76,3/31/2022,0.84,"10,203.00",499,0.2,US Dollar,Yes,Yes,Communication Services,Motion Picture and Video Distribution;;,;MOTION PICTURE & VIDEO TAPE DISTRIBUTION;,,,,,,Consumer Discretionary,Media,Diversified media,,Mid Blend,Slow Growth,Brian Han,5/5/2022,Common Stock,,6/19/2013,,,,,,,,,,,,,,,,,,No
News Corp Class B,NWS,1564708,Nasdaq - All Markets,United States,United States,News Corp,0C0000A5B6,0P0000YZNZ,,,Entertainment,7/5/2022,15.95,"9,216.29",0.05,18.92,25.69,15.18,0.8,3/15/2022,0.1,,2/3/2022,3/16/2022,4/13/2022,,1.25,,1.25,5.27,6.02,-0.93,3/31/2022,0.84,"10,203.00",499,0.2,US Dollar,Yes,No,Communication Services,Motion Picture and Video Distribution;;,;MOTION PICTURE & VIDEO TAPE DISTRIBUTION;,,,,,,Consumer Discretionary,Media,Diversified media,,Mid Blend,Slow Growth,Brian Han,5/5/2022,Common Stock,,6/19/2013,,,,,,,,,,,,,,,,,,No
NextEra Energy Inc,NEE,753308,"New York Stock Exchange, Inc.",United States,United States,NextEra Energy Inc,0C000007R2,0P0000022S,,,Utilities - Regulated Electric,7/5/2022,79.11,"155,411.57",0.01,104.68,93.73,67.22,1.01,5/27/2022,0.43,"[1972-06-06]	1.000000	2.000000;[1985-01-31]	1.000000	2.000000;[2005-03-16]	1.000000	2.000000;[2020-10-27]	1.000000	4.000000;",5/19/2022,5/31/2022,6/15/2022,,2.05,,2.05,0.94,3.6,-1.8,3/31/2022,0.74,"16,233.00","1,456.00",1.58,US Dollar,Yes,Yes,Utilities,;Other Electric Power Generation;;,ELECTRIC SERVICES;;,,,,,,Utilities,Utilities,Utilities: Electrical,,Large Blend,Slow Growth,"Andrew Bischof, CFA, CPA",6/22/2022,Common Stock,,6/30/1972,,,,,,,,,,,,,,,,,,No
Nielsen Holdings PLC,NLSN,1492633,"New York Stock Exchange, Inc.",United States,United States,Nielsen Holdings PLC,0C0000554B,0P0000S9DH,,GB00BWFY5505,Consulting Services,7/5/2022,23.45,"8,434.81",0.06,15.28,27.79,16.02,,6/1/2022,0.06,,4/14/2022,6/2/2022,6/16/2022,,1.02,,1.02,6.48,7.89,-0.72,3/31/2022,1.37,"3,514.00",495,0.24,US Dollar,Yes,Yes,Industrials,;;,;;,,,,,,Consumer Discretionary,Media,Advertising agencies,,Mid Value,,,,Common Stock,,1/26/2011,,,,,,,,,,,,,,,,,,No
Nike Inc Class B,NKE,320187,"New York Stock Exchange, Inc.",United States,United States,Nike Inc,0C00000BUB,0P000003X1,,,Footwear & Accessories,7/5/2022,104.32,"164,175.42",0.04,27.25,179.1,99.53,0.78,6/3/2022,0.31,"[1983-01-06]	1.000000	2.000000;[1990-10-09]	1.000000	2.000000;[1995-10-31]	1.000000	2.000000;[1996-10-24]	1.000000	2.000000;[2007-04-03]	1.000000	2.000000;[2012-12-26]	1.000000	2.000000;[2015-12-24]	1.000000	2.000000;",5/5/2022,6/6/2022,7/1/2022,,1.14,,1.17,3.59,3.88,3.1,2/28/2022,3.79,"46,820.00","6,116.00",1.16,US Dollar,Yes,Yes,Consumer Cyclical,Footwear Manufacturing;;;,RUBBER & PLASTICS FOOTWEAR;;,,,,,,Consumer Discretionary,Consumer Products,Textiles apparel and shoes,,Large Growth,Cyclical,David Swartz,4/10/2022,Common Stock,,10/17/1990,,,,,,,,,,,,,,,,,,No
NiSource Inc,NI,1111711,"New York Stock Exchange, Inc.",United States,United States,NiSource Inc,0C00000BUF,0P000003WW,,,Utilities - Regulated Gas,7/5/2022,28.55,"11,585.54",0.05,19.79,32.59,23.65,0.92,7/28/2022,0.24,"[1998-02-23]	1.000000	2.000000",5/24/2022,7/29/2022,8/19/2022,,3.19,,3.29,5.22,5.06,-4.99,3/31/2022,1.49,"5,227.30",716.2,0.9,US Dollar,Yes,Yes,Utilities,Hydroelectric Power Generation;;;,;ELECTRIC & OTHER SERVICES COMBINED;;;,,,,,,Utilities,Utilities,Utilities: Gas distributors,,Mid Blend,Slow Growth,Travis Miller,6/30/2022,Common Stock,,3/4/1988,,,,,,,,,,,,,,,,,,No
Nordson Corp,NDSN,72331,Nasdaq - All Markets,United States,United States,Nordson Corp,0C00000BV1,0P000003XO,,,Specialty Industrial Machinery,7/5/2022,200.85,"11,551.24",0.04,24.6,272.28,194.89,0.85,5/23/2022,0.51,"[1984-01-04]	2.000000	3.000000;[1987-05-01]	2.000000	3.000000;[1991-09-25]	1.000000	2.000000;[2000-09-13]	1.000000	2.000000;[2011-04-13]	1.000000	2.000000;",5/10/2022,5/24/2022,6/7/2022,,1.02,,1.02,4.1,4.95,-0.88,4/30/2022,8.23,"2,490.67",482.69,1.92,US Dollar,Yes,Yes,Industrials,All Other Miscellaneous General Purpose Machinery Manufacturing;;,";GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, N.E.C.;;",,,,,,Producer Durables,Machinery,Machinery: Industrial,,Mid Blend,Cyclical,"Krzysztof Smalec, CFA",5/24/2022,Common Stock,5/11/2012,3/26/1990,,,,,,,,,,,,,,,,,,No
Norfolk Southern Corp,NSC,702165,"New York Stock Exchange, Inc.",United States,United States,Norfolk Southern Corp,0C00000BV3,0P000003XQ,,,Railroads,7/5/2022,224.18,"53,429.38",0.06,18.36,299.2,219.31,0.92,5/5/2022,1.24,"[1987-04-07]	1.000000	3.000000;[1997-10-10]	1.000000	3.000000;",4/26/2022,5/6/2022,5/20/2022,,2.08,,2.21,5.52,6.2,-1.91,3/31/2022,12.38,"11,418.00","3,035.00",4.41,US Dollar,Yes,Yes,Industrials,Line-Haul Railroads,"RAILROADS, LINE-HAUL OPERATING",,,,,,Producer Durables,Transportation & Freight,Railroads,,Large Blend,Cyclical,"Matthew Young, CFA",5/17/2022,Common Stock,,6/2/1982,,,,,,,,,,,,,,,,,,No
Northern Trust Corp,NTRS,73124,Nasdaq - All Markets,United States,United States,Northern Trust Corp,0C00000BVT,0P000003YK,,,Asset Management,7/5/2022,96.61,"20,131.57",0.07,13.38,135.15,89.68,0.89,6/9/2022,0.7,"[1986-05-01]	1.000000	3.000000;[1990-05-01]	1.000000	2.000000;[1992-12-10]	2.000000	3.000000;[1996-12-10]	1.000000	2.000000;[1999-12-10]	1.000000	2.000000;",4/26/2022,6/10/2022,7/1/2022,,2.9,,2.9,7.46,7.94,-1.14,3/31/2022,7.21,"6,599.80","1,559.50",2.8,US Dollar,Yes,Yes,Financial Services,";;Trusts, Estates, and Agency Accounts;;",";;TRUSTS, EXCEPT EDUCATIONAL, RELIGIOUS, & CHARITABL;;;",,,,,,Financial Services,Investment Banking & Brokerage,Asset management & custodian,,Mid Blend,Cyclical,"Rajiv Bhatia, CFA",6/3/2022,Common Stock,5/11/2012,3/26/1990,,,,,,,,,,,,,,,,,,No
Northrop Grumman Corp,NOC,1133421,"New York Stock Exchange, Inc.",United States,United States,Northrop Grumman Corp,0C00000BVX,0P000003YP,,,Aerospace & Defense,7/5/2022,464.36,"72,182.26",0.08,13.22,492.3,344.89,1.28,5/27/2022,1.73,"[1975-12-22]	2.000000	3.000000;[1977-06-20]	1.000000	2.000000;[1984-09-11]	1.000000	3.000000;[2004-06-22]	1.000000	2.000000;",5/17/2022,5/31/2022,6/15/2022,,1.39,,1.49,7.8,5.31,-4.53,3/31/2022,36.21,"35,307.00","5,765.00",6.28,US Dollar,Yes,Yes,Industrials,;;;;;;;;;;Security Systems Services (except Locksmiths);;,;;;;;;;;SECURITY SYSTEMS SERVICES;;;;,,,,,,Producer Durables,Transportation & Freight,Aerospace,,Large Blend,Cyclical,"Burkett Huey, CFA",4/28/2022,Common Stock,,6/19/1985,,,,,,,,,,,,,,,,,,No
NortonLifeLock Inc,NLOK,849399,Nasdaq - All Markets,United States,United States,NortonLifeLock Inc,0C00000CHC,0P0000058I,,,Software - Infrastructure,7/5/2022,22.13,"12,836.82",0.06,15.57,30.92,21.55,0.92,6/7/2022,0.13,"[1991-10-28]	1.000000	2.000000;[2002-02-01]	1.000000	2.000000;[2003-11-20]	1.000000	2.000000;[2004-12-01]	1.000000	2.000000;",5/5/2022,6/8/2022,6/22/2022,,2.26,,2.26,6.37,8.61,-0.67,3/31/2022,1.41,"2,796.00",836,0.5,US Dollar,Yes,Yes,Technology,Software Publishers;;;;,;PREPACKAGED SOFTWARE;;;,,,,,,Technology,Information Technology,Computer services software and systems,,Mid Blend,Slow Growth,Malik Ahmed Khan,5/17/2022,Common Stock,5/11/2012,6/23/1989,,,,,,,,,,,,,,,,,,No
Norwegian Cruise Line Holdings Ltd,NCLH,1513761,"New York Stock Exchange, Inc.",United States,United States,Norwegian Cruise Line Holdings Ltd,0C0000277D,0P0000XWF2,,,Travel Services,7/5/2022,12.46,"5,222.00",-0.84,,29.45,10.31,0.43,,,,,,,,,,,-84.43,-10.1,9.97,3/31/2022,-10.52,"1,166.83","-4,119.11",,US Dollar,Yes,Yes,Consumer Cyclical,Inland Water Freight Transportation;;,"WATER TRANSPORTATION SERVICES, N.E.C.;;",,,,,,Consumer Discretionary,Leisure,Leisure time,,Small Blend,,"Jaime M. Katz, CFA",5/18/2022,Common Stock,,1/18/2013,19,,,,,,,,,,,,,,,,,No
NRG Energy Inc,NRG,1013871,"New York Stock Exchange, Inc.",United States,United States,NRG Energy Inc,0C00000BWW,0P000003R2,,,Utilities - Independent Power Producers,7/5/2022,37.59,"8,919.49",0.44,2.32,47.82,34.7,1.04,4/29/2022,0.35,"[2007-06-01]	1.000000	2.000000",4/20/2022,5/2/2022,5/16/2022,,3.59,,3.72,43.71,9.54,-3.22,3/31/2022,16.43,"26,794.00","4,005.00",1.33,US Dollar,Yes,Yes,Utilities,Electric Power Distribution,ELECTRIC SERVICES,,,,,,Utilities,Utilities,Utilities: Electrical,,Mid Blend,Aggressive Growth,Travis Miller,4/18/2022,Common Stock,,10/20/1993,,,,,,,,,,,,,,,,,,No
Nucor Corp,NUE,73309,"New York Stock Exchange, Inc.",United States,United States,Nucor Corp,0C00000BX6,0P000003ZV,,,Steel,7/5/2022,104.6,"27,830.08",0.27,3.77,187.9,87.71,,6/29/2022,0.5,"[1972-01-05]	4.000000	1.000000;[1977-06-20]	1.000000	1.400600;[1978-09-18]	1.000000	1.400600;[1979-06-19]	2.000000	3.000000;[1983-09-21]	1.000000	2.000000;[1986-06-18]	2.000000	3.000000;[1992-06-22]	1.000000	2.000000;[1993-09-20]	1.000000	2.000000;[2004-10-18]	1.000000	2.000000;[2006-06-01]	1.000000	2.000000;",6/9/2022,6/30/2022,8/11/2022,,1.82,,1.91,26.51,23.69,-0.98,3/31/2022,27.73,"39,960.08","7,980.65",1.81,US Dollar,Yes,Yes,Basic Materials,Iron and Steel Mills and Ferroalloy Manufacturing;;,"STEEL WORKS, BLAST FURNACES, & ROLLING MILLS",,,,,,Materials & Processing,Metals & Minerals,Steel,,Mid Blend,Cyclical,,,Common Stock,,7/12/1972,,,,,,,,,,,,,,,,,,No
NVIDIA Corp,NVDA,1045810,Nasdaq - All Markets,United States,United States,NVIDIA Corp,0C00000BXN,0P000003RE,,,Semiconductors,7/5/2022,149.64,"374,100.00",0.02,40.64,346.47,140.55,0.75,6/8/2022,0.04,"[2000-06-27]	1.000000	2.000000;[2001-09-17]	1.000000	2.000000;[2006-04-07]	1.000000	2.000000;[2007-09-11]	2.000000	3.000000;[2021-07-20]	1.000000	4.000000;",5/25/2022,6/9/2022,7/1/2022,,0.11,,0.11,2.49,3.66,3.04,4/30/2022,3.73,"29,541.00","9,458.00",0.16,US Dollar,Yes,Yes,Technology,Semiconductor and Related Device Manufacturing,SEMICONDUCTORS & RELATED DEVICES,,,,,,Technology,Electronics,Semiconductors and components,,Large Growth,Cyclical,"Abhinav Davuluri, CFA",5/25/2022,Common Stock,5/11/2012,1/22/1999,,,,,,,,,,,,,,,,,,No
NVR Inc,NVR,906163,"New York Stock Exchange, Inc.",United States,United States,NVR Inc,0C00000BXP,0P000003RF,,,Residential Construction,7/5/2022,"4,369.00","14,372.55",0.09,10.71,"5,982.45","3,576.01",,,,,,,,,,,,8.56,11.32,4.8,3/31/2022,373.83,"9,296.76","1,414.06",,US Dollar,Yes,Yes,Consumer Cyclical,New Housing For-Sale Builders,OPERATIVE BUILDERS,,,,,,Consumer Discretionary,Consumer Products,Home building,,Mid Blend,Cyclical,,,Common Stock,,6/17/1986,,,,,,,,,,,,,,,,,,No
NXP Semiconductors NV,NXPI,1413447,Nasdaq - All Markets,United States,Netherlands,NXP Semiconductors NV,0C00004J85,0P0000PO4S,,NL0009538784,Semiconductors,7/5/2022,145.91,"38,310.83",0.06,18.46,239.91,140.33,0.61,6/14/2022,0.85,,6/1/2022,6/15/2022,7/6/2022,,1.93,,2.32,5.5,9.4,-0.12,3/31/2022,8.02,"11,632.00","2,175.00",2.53,US Dollar,Yes,Yes,Technology,,,,,,,,Technology,Electronics,Semiconductors and components,,Large Growth,,"Brian Colello, CPA",2/1/2022,Common Stock,5/11/2012,8/6/2010,,,,,,,,,,,,,,,,,,No
Occidental Petroleum Corp,OXY,797468,"New York Stock Exchange, Inc.",United States,United States,Occidental Petroleum Corp,0C00000BY8,0P00000412,,,Oil & Gas E&P,7/5/2022,59.11,"55,397.36",0.11,8.91,74.04,21.62,1.34,6/9/2022,0.13,"[2006-08-16]	1.000000	2.000000",5/6/2022,6/10/2022,7/15/2022,,0.47,,0.88,11.18,15.47,-2.2,3/31/2022,6.91,"29,012.00","7,344.00",0.16,US Dollar,Yes,Yes,Energy,;Crude Petroleum Extraction;;;;;;;,;CRUDE PETROLEUM & NATURAL GAS;;;;;,,,,,,Energy,Non-renewable Energy,Oil: Crude producers,,Large Value,Hard Assets,"Dave Meats, CFA",5/11/2022,Common Stock,,5/22/1986,,,,,,,,,,,,,,,,,,No
Old Dominion Freight Line Inc Ordinary Shares,ODFL,878927,Nasdaq - All Markets,United States,United States,Old Dominion Freight Line Inc,0C00000BZ1,0P0000041U,,,Trucking,7/5/2022,259.02,"29,360.89",0.04,26.18,373.58,231.31,1.33,5/31/2022,0.3,"[2003-06-17]	2.000000	3.000000;[2004-05-21]	2.000000	3.000000;[2005-12-01]	2.000000	3.000000;[2010-08-24]	2.000000	3.000000;[2012-09-10]	2.000000	3.000000;",5/19/2022,6/1/2022,6/15/2022,,0.39,,0.46,3.78,4.41,-0.76,3/31/2022,9.79,"5,627.09","1,134.77",0.9,US Dollar,Yes,Yes,Industrials,"General Freight Trucking, Long-Distance, Truckload","TRUCKING, EXCEPT LOCAL",,,,,,Producer Durables,Transportation & Freight,Truckers,,Mid Growth,Cyclical,"Matthew Young, CFA",6/6/2022,Common Stock,5/11/2012,10/24/1991,,,,,,,,,,,,,,,,,,No
Omnicom Group Inc,OMC,29989,"New York Stock Exchange, Inc.",United States,United States,Omnicom Group Inc,0C00000BZK,0P0000042C,,,Advertising Agencies,7/5/2022,63.98,"13,162.78",0.09,10.55,91.61,61.31,0.71,6/9/2022,0.7,"[1978-09-12]	2.000000	3.000000;[1981-01-16]	1.000000	2.000000;[1995-12-28]	1.000000	2.000000;[1997-12-30]	1.000000	2.000000;[2007-06-26]	1.000000	2.000000;",5/3/2022,6/10/2022,7/8/2022,,4.38,,4.38,9.42,9.6,-0.51,3/31/2022,6.03,"14,272.80","1,293.80",2.8,US Dollar,Yes,Yes,Communication Services,Advertising Agencies,ADVERTISING AGENCIES,,,,,,Consumer Discretionary,Media,Advertising agencies,,Mid Value,Cyclical,Ali Mogharabi,3/18/2022,Common Stock,,6/27/1990,,,,,,,,,,,,,,,,,,No
ON Semiconductor Corp,ON,1097864,Nasdaq - All Markets,United States,United States,ON Semiconductor Corp,0C00000BZP,0P0000040N,,,Semiconductors,7/5/2022,47.3,"20,552.12",0.07,15.48,71.26,34.01,0.71,,,,,,,,,,,6.87,9.89,0.98,3/31/2022,3.25,"7,203.10","1,449.90",,US Dollar,Yes,Yes,Technology,Semiconductor and Related Device Manufacturing,SEMICONDUCTORS & RELATED DEVICES,,,,,,Technology,Electronics,Semiconductors and components,,Mid Blend,Cyclical,William Kerwin,5/2/2022,Common Stock,5/11/2012,4/28/2000,,,,,,,,,,,,,,,,,,No
ONEOK Inc,OKE,1039684,"New York Stock Exchange, Inc.",United States,United States,ONEOK Inc,0C00000BZX,0P0000042P,,,Oil & Gas Midstream,7/5/2022,55.1,"24,608.54",0.06,16.52,75.07,48.51,0.98,4/29/2022,0.94,"[1978-01-17]	2.000000	3.000000;[1990-03-01]	1.000000	2.000000;[2001-06-12]	1.000000	2.000000;[2012-06-04]	1.000000	2.000000;",4/21/2022,5/2/2022,5/16/2022,,6.79,,6.79,6.1,7.2,-2.91,3/31/2022,3.36,"18,790.24","1,504.70",3.74,US Dollar,Yes,Yes,Energy,Natural Gas Distribution,NATURAL GAS TRANSMISSION & DISTRIBUTION,,,,,,Energy,Non-renewable Energy,Oil: Refining & marketing,,Mid Blend,Hard Assets,Stephen Ellis,3/9/2022,Common Stock,,5/24/1954,,,,,,,,,,,,,,,,,,No
Oracle Corp,ORCL,1341439,"New York Stock Exchange, Inc.",United States,United States,Oracle Corp,0C00000C0U,0P0000043L,,,Software - Infrastructure,7/5/2022,71.99,"191,848.02",0.03,28.99,106.34,63.76,1.07,7/11/2022,0.32,"[1987-03-25]	1.000000	2.000000;[1987-12-21]	1.000000	2.000000;[1989-07-03]	1.000000	2.000000;[1993-11-09]	1.000000	2.000000;[1995-02-23]	2.000000	3.000000;[1996-04-17]	2.000000	3.000000;[1997-08-18]	2.000000	3.000000;[1999-03-01]	2.000000	3.000000;[2000-01-19]	1.000000	2.000000;[2000-10-13]	1.000000	2.000000;",6/13/2022,7/12/2022,7/26/2022,,1.78,,1.78,3.35,7.38,1.58,5/31/2022,2.41,"42,440.00","6,717.00",1.28,US Dollar,Yes,Yes,Technology,Software Publishers,PREPACKAGED SOFTWARE,,,,,,Technology,Information Technology,Computer services software and systems,,Large Blend,Slow Growth,Julie Bhusal Sharma,6/13/2022,Common Stock,5/11/2012,3/12/1986,,,,,,,,,,,,,,,,,,No
O'Reilly Automotive Inc,ORLY,898173,Nasdaq - All Markets,United States,United States,O'Reilly Automotive Inc,0C00000C1A,0P0000040D,,,Specialty Retail,7/5/2022,647.51,"42,557.88",0.05,20.24,748.68,562.9,1.12,,,"[1997-09-02]	1.000000	2.000000;[1999-12-01]	1.000000	2.000000;[2005-06-16]	1.000000	2.000000;",,,,,,,,4.82,5.1,1.8,3/31/2022,31.21,"13,532.68","2,144.96",,US Dollar,Yes,Yes,Consumer Cyclical,Automotive Parts and Accessories Stores,AUTO & HOME SUPPLY STORES,,,,,,Consumer Discretionary,Retail,Specialty retail,,Large Blend,Cyclical,"Zain Akbari, CFA",6/29/2022,Common Stock,5/11/2012,4/22/1993,,,,,,,,,,,,,,,,,,No
Organon & Co Ordinary Shares,OGN,1821825,"New York Stock Exchange, Inc.",United States,United States,Organon & Co,0C0000C4VM,0P0001MFUY,,,Drug Manufacturers - General,7/5/2022,34.2,"8,674.39",0.15,6.56,39.48,28.42,,5/13/2022,0.28,,5/5/2022,5/16/2022,6/16/2022,,3.27,,3.27,15.03,,-0.15,3/31/2022,5.13,"6,365.00","1,300.00",0.84,US Dollar,Yes,Yes,Healthcare,Pharmaceutical Preparation Manufacturing,PHARMACEUTICAL PREPARATIONS,,,,,,,,,,Mid Value,Slow Growth,,,Common Stock,,5/14/2021,,,,,,,,,,,,,,,,,,No
Otis Worldwide Corp Ordinary Shares,OTIS,1781335,"New York Stock Exchange, Inc.",United States,United States,Otis Worldwide Corp,0C0000BSH3,0P0001JG3Q,,,Specialty Industrial Machinery,7/5/2022,71.37,"30,174.84",0.04,24.29,92.84,66.97,0.98,5/19/2022,0.29,,4/22/2022,5/20/2022,6/10/2022,,1.42,,1.63,4.08,4.58,-0.74,3/31/2022,2.91,"14,304.00","1,249.00",0.96,US Dollar,Yes,Yes,Industrials,Other Building Equipment Contractors,"INSTALLATION OF BUILDING EQUIPMENT, N.E.C.",,,,,,Producer Durables,Machinery,Machinery: Industrial,,Mid Blend,Cyclical,"Denise Molina, CFA",2/28/2022,Common Stock,,3/18/2020,,,,,,,,,,,,,,,,,,No
PACCAR Inc,PCAR,75362,Nasdaq - All Markets,United States,United States,PACCAR Inc,0C00000C2J,0P00000459,,,Farm & Heavy Construction Machinery,7/5/2022,81.86,"28,461.35",0.07,14.47,97.56,77.96,0.79,5/10/2022,0.34,"[1972-05-02]	1.000000	3.000000;[1983-12-28]	1.000000	2.000000;[1988-08-01]	1.000000	2.000000;[1997-05-22]	1.000000	2.000000;[2002-05-29]	2.000000	3.000000;[2004-02-06]	2.000000	3.000000;[2006-08-11]	2.000000	3.000000;[2007-10-10]	2.000000	3.000000;",4/25/2022,5/11/2022,6/1/2022,,1.66,,1.66,6.95,8.61,-1.24,3/31/2022,5.69,"24,149.40","1,981.80",1.36,US Dollar,Yes,Yes,Industrials,;Heavy Duty Truck Manufacturing;;;,"INDUSTRIAL TRUCKS, TRACTORS, TRAILERS, & STACKERS;;;;",,,,,,Producer Durables,Transportation & Freight,Commercial vehicles and parts,,Mid Blend,Cyclical,Dawit Woldemariam,6/1/2022,Common Stock,5/11/2012,7/9/1986,,,,,,,,,,,,,,,,,,No
Packaging Corp of America,PKG,75677,"New York Stock Exchange, Inc.",United States,United States,Packaging Corp of America,0C00000C33,0P00000479,,,Packaging & Containers,7/5/2022,137.16,"12,852.05",0.07,14.06,168.5,124.78,,6/14/2022,1.25,,5/18/2022,6/15/2022,7/15/2022,,3.1,,3.65,7.13,8,-1.15,3/31/2022,9.78,"8,059.50",928.8,4,US Dollar,Yes,Yes,Consumer Cyclical,;Corrugated and Solid Fiber Box Manufacturing;,PAPERBOARD MILLS;;,,,,,,Materials & Processing,Industrial Materials & Processes,Containers and packaging,,Mid Value,Cyclical,,1/28/2021,Common Stock,,1/28/2000,,,,,,,,,,,,,,,,,,No
Paramount Global Class B,PARA,813828,Nasdaq - All Markets,United States,United States,Paramount Global,0C0000077M,0P000000XO,,,Entertainment,7/5/2022,25.19,"16,456.68",0.23,4.22,44.23,23.69,0.43,6/14/2022,0.24,"[2006-01-03]	1.000000	0.500000",4/5/2022,6/15/2022,7/1/2022,,3.81,,3.81,23.22,10.48,-0.08,3/31/2022,6.14,"28,502.00","4,065.00",0.96,US Dollar,Yes,Yes,Communication Services,;Motion Picture and Video Production;;;;,;;;;MOTION PICTURE & VIDEO TAPE PRODUCTION;,,,,,,Consumer Discretionary,Media,Radio and TV broadcasters,,Mid Value,Slow Growth,"Neil Macker, CFA",2/22/2022,Common Stock,,8/2/1937,,,,,,,,,,,,,,,,,,No
Parker Hannifin Corp,PH,76334,"New York Stock Exchange, Inc.",United States,United States,Parker Hannifin Corp,0C00000C49,0P0000048G,,,Specialty Industrial Machinery,7/5/2022,246.31,"31,619.31",0.05,19,340,230.44,0.76,5/12/2022,1.33,"[1972-05-01]	2.000000	3.000000;[1977-05-16]	2.000000	3.000000;[1981-09-08]	2.000000	3.000000;[1986-06-09]	2.000000	3.000000;[1995-06-02]	2.000000	3.000000;[1997-09-08]	2.000000	3.000000;[2007-10-02]	2.000000	3.000000;",4/28/2022,5/13/2022,6/3/2022,,1.79,,2.16,5.26,8.12,-1.1,3/31/2022,12.95,"15,632.65","1,691.57",4.12,US Dollar,Yes,Yes,Industrials,Other Fabricated Wire Product Manufacturing;;;;;;;,";FABRICATED METAL PRODUCTS, N.E.C.;;;;;;;;",,,,,,Producer Durables,Manufacturing & Production,Diversified manufacturing operations,,Mid Blend,Cyclical,Joshua Aguilar,5/5/2022,Common Stock,,12/9/1964,,,,,,,,,,,,,,,,,,No
